t,took
2023-01-01 12:00:00,45.42436695098877
2023-01-02 00:00:00,40.90120720863342
2023-01-02 12:00:00,45.11507558822632
2023-01-03 00:00:00,52.470208406448364
2023-01-03 12:00:00,54.423293352127075
2023-01-04 00:00:00,66.77225995063782
2023-01-04 12:00:00,101.91874647140503
2023-01-05 00:00:00,104.4816038608551
2023-01-05 12:00:00,135.9457790851593
2023-01-06 00:00:00,98.51514220237732
2023-01-06 12:00:00,174.86612129211426
2023-01-07 00:00:00,92.07774901390076
2023-01-07 12:00:00,151.64458990097046
2023-01-08 00:00:00,74.2555832862854
2023-01-08 12:00:00,74.92263603210449
2023-01-09 00:00:00,81.09048771858215
2023-01-09 12:00:00,178.24846386909485
2023-01-10 00:00:00,95.50295495986938
2023-01-10 12:00:00,230.60456323623657
2023-01-11 00:00:00,99.42956757545471
2023-01-11 12:00:00,164.32761096954346
2023-01-12 00:00:00,90.31149959564209
2023-01-12 12:00:00,158.80651903152466
2023-01-13 00:00:00,76.97016763687134
2023-01-13 12:00:00,171.44211983680725
2023-01-14 00:00:00,97.16916418075562
2023-01-14 12:00:00,151.53757452964783
2023-01-15 00:00:00,110.18648219108582
2023-01-15 12:00:00,107.01972794532776
2023-01-16 00:00:00,74.9020721912384
2023-01-16 12:00:00,103.96617293357849
2023-01-17 00:00:00,93.36880278587341
2023-01-17 12:00:00,156.74646615982056
2023-01-18 00:00:00,84.83833312988281
2023-01-18 12:00:00,117.31846928596497
2023-01-19 00:00:00,110.97746419906616
2023-01-19 12:00:00,136.96154594421387
2023-01-20 00:00:00,105.58514285087585
2023-01-20 12:00:00,192.4640610218048
2023-01-21 00:00:00,97.38833785057068
2023-01-21 12:00:00,88.623295545578
2023-01-22 00:00:00,86.41628003120422
2023-01-22 12:00:00,78.3842031955719
2023-01-23 00:00:00,104.45033478736877
2023-01-23 12:00:00,171.88643741607666
2023-01-24 00:00:00,108.88333082199097
2023-01-24 12:00:00,141.06637287139893
2023-01-25 00:00:00,101.64524602890015
2023-01-25 12:00:00,130.25180625915527
2023-01-26 00:00:00,114.90988397598267
2023-01-26 12:00:00,192.54932594299316
2023-01-27 00:00:00,131.78030133247375
2023-01-27 12:00:00,207.5084526538849
2023-01-28 00:00:00,122.7804069519043
2023-01-28 12:00:00,179.11471891403198
2023-01-29 00:00:00,92.33220720291138
2023-01-29 12:00:00,86.7339026927948
2023-01-30 00:00:00,81.94845914840698
2023-01-30 12:00:00,106.65125632286072
2023-01-31 00:00:00,69.34866976737976
2023-01-31 12:00:00,98.06108617782593
2023-02-01 00:00:00,138.0418300628662
2023-02-01 12:00:00,128.534818649292
2023-02-02 00:00:00,97.737966299057
2023-02-02 12:00:00,148.2469880580902
2023-02-03 00:00:00,116.40882182121277
2023-02-03 12:00:00,162.95257234573364
2023-02-04 00:00:00,147.35850191116333
2023-02-04 12:00:00,154.34525632858276
2023-02-05 00:00:00,145.46129703521729
2023-02-05 12:00:00,177.3524935245514
2023-02-06 00:00:00,162.13929653167725
2023-02-06 12:00:00,377.64508032798767
2023-02-07 00:00:00,149.37033534049988
2023-02-07 12:00:00,336.5435769557953
2023-02-08 00:00:00,136.92024207115173
2023-02-08 12:00:00,297.16899967193604
2023-02-09 00:00:00,162.5439853668213
2023-02-09 12:00:00,205.9252941608429
2023-02-10 00:00:00,139.87642240524292
2023-02-10 12:00:00,159.69699478149414
2023-02-11 00:00:00,150.35771894454956
2023-02-11 12:00:00,198.13568091392517
2023-02-12 00:00:00,158.86212420463562
2023-02-12 12:00:00,157.27641534805298
2023-02-13 00:00:00,151.6911759376526
2023-02-13 12:00:00,366.29497265815735
2023-02-14 00:00:00,168.21595692634583
2023-02-14 12:00:00,286.58338713645935
2023-02-15 00:00:00,150.31531763076782
2023-02-15 12:00:00,257.0349323749542
2023-02-16 00:00:00,164.97054505348206
2023-02-16 12:00:00,189.04048919677734
2023-02-17 00:00:00,131.8042070865631
2023-02-17 12:00:00,201.39911699295044
2023-02-18 00:00:00,172.39302849769592
2023-02-18 12:00:00,225.3439929485321
2023-02-19 00:00:00,141.58260250091553
2023-02-19 12:00:00,230.38481187820435
2023-02-20 00:00:00,154.45629000663757
2023-02-20 12:00:00,330.69567823410034
2023-02-21 00:00:00,168.51986122131348
2023-02-21 12:00:00,225.3429274559021
2023-02-22 00:00:00,153.81021428108215
2023-02-22 12:00:00,268.94422483444214
2023-02-23 00:00:00,167.5272171497345
2023-02-23 12:00:00,240.37678790092468
2023-02-24 00:00:00,163.50526571273804
2023-02-24 12:00:00,206.40757632255554
2023-02-25 00:00:00,121.11799430847168
2023-02-25 12:00:00,208.88765001296997
2023-02-26 00:00:00,251.33340716362
2023-02-26 12:00:00,211.62612509727478
2023-02-27 00:00:00,185.04994463920593
2023-02-27 12:00:00,244.02222299575806
2023-02-28 00:00:00,177.6155333518982
2023-02-28 12:00:00,550.5173809528351
2023-03-01 00:00:00,241.5601680278778
2023-03-01 12:00:00,273.5043683052063
2023-03-02 00:00:00,174.3328230381012
2023-03-02 12:00:00,204.45381379127502
2023-03-03 00:00:00,197.42135381698608
2023-03-03 12:00:00,230.86081099510193
2023-03-04 00:00:00,235.8419361114502
2023-03-04 12:00:00,441.07313799858093
2023-03-05 00:00:00,267.6856563091278
2023-03-05 12:00:00,439.2988007068634
2023-03-06 00:00:00,220.5604932308197
2023-03-06 12:00:00,519.3120136260986
2023-03-07 00:00:00,236.10063862800598
2023-03-07 12:00:00,347.2320318222046
2023-03-08 00:00:00,244.49455881118774
2023-03-08 12:00:00,387.2523994445801
2023-03-09 00:00:00,198.78624033927917
2023-03-09 12:00:00,302.76855421066284
2023-03-10 00:00:00,192.3508813381195
2023-03-10 12:00:00,215.62571215629578
2023-03-11 00:00:00,207.90278959274292
2023-03-11 12:00:00,241.06632494926453
2023-03-12 00:00:00,211.03560328483582
2023-03-12 12:00:00,195.5705487728119
2023-03-13 00:00:00,199.17370128631592
2023-03-13 12:00:00,273.5214638710022
2023-03-14 00:00:00,871.3230249881744
2023-03-14 12:00:00,492.5783336162567
2023-03-15 00:00:00,271.10837984085083
2023-03-15 12:00:00,113.62448239326477
2023-03-16 00:00:00,240.91541600227356
2023-03-16 12:00:00,567.5461089611053
2023-03-17 00:00:00,221.5759937763214
2023-03-17 12:00:00,245.0059232711792
2023-03-18 00:00:00,223.78564286231995
2023-03-18 12:00:00,239.04703307151794
2023-03-19 00:00:00,223.3612253665924
2023-03-19 12:00:00,429.36501908302307
2023-03-20 00:00:00,262.87795066833496
2023-03-20 12:00:00,581.8959095478058
2023-03-21 00:00:00,243.34163284301758
2023-03-21 12:00:00,448.14211988449097
2023-03-22 00:00:00,239.15404510498047
2023-03-22 12:00:00,409.9241373538971
2023-03-23 00:00:00,255.44981479644775
2023-03-23 12:00:00,488.84569549560547
2023-03-24 00:00:00,286.209748506546
2023-03-24 12:00:00,415.2452702522278
2023-03-25 00:00:00,279.1983497142792
2023-03-25 12:00:00,411.57219529151917
2023-03-26 00:00:00,308.46271991729736
2023-03-26 12:00:00,290.5291302204132
2023-03-27 00:00:00,273.91947197914124
2023-03-27 12:00:00,449.8348937034607
2023-03-28 00:00:00,284.31255173683167
2023-03-28 12:00:00,477.52003931999207
2023-03-29 00:00:00,303.63753032684326
2023-03-29 12:00:00,582.9203243255615
2023-03-30 00:00:00,316.9527988433838
2023-03-30 12:00:00,554.0088572502136
2023-03-31 00:00:00,281.68430972099304
2023-03-31 12:00:00,363.13984417915344
2023-04-01 00:00:00,375.5930755138397
2023-04-01 12:00:00,417.1822946071625
2023-04-02 00:00:00,351.3375563621521
2023-04-02 12:00:00,397.02259159088135
2023-04-03 00:00:00,316.8082594871521
2023-04-03 12:00:00,389.86350083351135
2023-04-04 00:00:00,316.68525195121765
2023-04-04 12:00:00,343.0338339805603
2023-04-05 00:00:00,320.9893047809601
2023-04-05 12:00:00,407.39702320098877
2023-04-06 00:00:00,324.67572116851807
2023-04-06 12:00:00,625.9098279476166
2023-04-07 00:00:00,342.9125349521637
2023-04-07 12:00:00,589.1567676067352
2023-04-08 00:00:00,350.84046506881714
2023-04-08 12:00:00,677.3444104194641
2023-04-09 00:00:00,400.38131380081177
2023-04-09 12:00:00,380.3037300109863
2023-04-10 00:00:00,395.97134375572205
2023-04-10 12:00:00,694.3625977039337
2023-04-11 00:00:00,453.3536729812622
2023-04-11 12:00:00,790.7846400737762
2023-04-12 00:00:00,508.8222987651825
2023-04-12 12:00:00,696.0039582252502
2023-04-13 00:00:00,468.42002964019775
2023-04-13 12:00:00,543.79554271698
2023-04-14 00:00:00,482.91391468048096
2023-04-14 12:00:00,459.72711300849915
2023-04-15 00:00:00,401.89770889282227
2023-04-15 12:00:00,440.2529215812683
2023-04-16 00:00:00,405.33131313323975
2023-04-16 12:00:00,391.9532461166382
2023-04-17 00:00:00,385.95396995544434
2023-04-17 12:00:00,696.754814863205
2023-04-18 00:00:00,443.8077485561371
2023-04-18 12:00:00,641.1307320594788
2023-04-19 00:00:00,419.6771275997162
2023-04-19 12:00:00,543.2246809005737
2023-04-20 00:00:00,410.11336636543274
2023-04-20 12:00:00,505.987108707428
2023-04-21 00:00:00,411.4946048259735
2023-04-21 12:00:00,499.6253333091736
2023-04-22 00:00:00,421.63682675361633
2023-04-22 12:00:00,417.8626446723938
2023-04-23 00:00:00,411.37653732299805
2023-04-23 12:00:00,532.1820876598358
2023-04-24 00:00:00,393.81825065612793
2023-04-24 12:00:00,562.9684016704559
2023-04-25 00:00:00,394.1601221561432
2023-04-25 12:00:00,515.2250924110413
2023-04-26 00:00:00,406.3333601951599
2023-04-26 12:00:00,504.99733662605286
2023-04-27 00:00:00,396.8729877471924
2023-04-27 12:00:00,435.9656684398651
2023-04-28 00:00:00,414.0765986442566
2023-04-28 12:00:00,445.22586274147034
2023-04-29 00:00:00,420.561048746109
2023-04-29 12:00:00,469.9126443862915
2023-04-30 00:00:00,439.37110590934753
2023-04-30 12:00:00,430.7905683517456
2023-05-01 00:00:00,439.6131434440613
2023-05-01 12:00:00,527.5811986923218
2023-05-02 00:00:00,458.20118165016174
2023-05-02 12:00:00,555.5011775493622
2023-05-03 00:00:00,429.2980477809906
2023-05-03 12:00:00,708.9726543426514
2023-05-04 00:00:00,451.62902069091797
2023-05-04 12:00:00,613.7523818016052
2023-05-05 00:00:00,450.232102394104
2023-05-05 12:00:00,435.2499644756317
2023-05-06 00:00:00,455.4921875
2023-05-06 12:00:00,423.9832253456116
2023-05-07 00:00:00,449.0354034900665
2023-05-07 12:00:00,422.68743419647217
2023-05-08 00:00:00,435.7212517261505
2023-05-08 12:00:00,534.7149143218994
2023-05-09 00:00:00,477.4408996105194
2023-05-09 12:00:00,508.258615732193
2023-05-10 00:00:00,548.8209841251373
2023-05-10 12:00:00,560.8403894901276
2023-05-11 00:00:00,530.7707765102386
2023-05-11 12:00:00,373.84332299232483
2023-05-12 00:00:00,503.0331265926361
2023-05-12 12:00:00,486.276775598526
2023-05-13 00:00:00,467.77568912506104
2023-05-13 12:00:00,440.2575225830078
2023-05-14 00:00:00,473.76718735694885
2023-05-14 12:00:00,435.79808592796326
2023-05-15 00:00:00,466.25797510147095
2023-05-15 12:00:00,547.8543989658356
2023-05-16 00:00:00,516.314555644989
2023-05-16 12:00:00,904.8679106235504
2023-05-17 00:00:00,544.685239315033
2023-05-17 12:00:00,546.7284984588623
2023-05-18 00:00:00,550.7707028388977
2023-05-18 12:00:00,538.1787102222443
2023-05-19 00:00:00,524.0417246818542
2023-05-19 12:00:00,466.06461334228516
2023-05-20 00:00:00,451.7837460041046
2023-05-20 12:00:00,509.2017800807953
2023-05-21 00:00:00,518.9210584163666
2023-05-21 12:00:00,526.463951587677
2023-05-22 00:00:00,535.2472372055054
2023-05-22 12:00:00,627.4526417255402
2023-05-23 00:00:00,626.6638693809509
2023-05-23 12:00:00,603.1463878154755
2023-05-24 00:00:00,590.649875164032
2023-05-24 12:00:00,581.5459675788879
2023-05-25 00:00:00,612.2442498207092
2023-05-25 12:00:00,621.2216823101044
2023-05-26 00:00:00,618.4853448867798
2023-05-26 12:00:00,529.4678540229797
2023-05-27 00:00:00,566.9619481563568
2023-05-27 12:00:00,590.0092408657074
2023-05-28 00:00:00,570.6463663578033
2023-05-28 12:00:00,570.0242304801941
2023-05-29 00:00:00,605.7314562797546
2023-05-29 12:00:00,580.2429127693176
2023-05-30 00:00:00,632.9506533145905
2023-05-30 12:00:00,640.5743033885956
2023-05-31 00:00:00,620.0592911243439
2023-05-31 12:00:00,617.9562976360321
2023-06-01 00:00:00,650.7773594856262
2023-06-01 12:00:00,607.5479536056519
2023-06-02 00:00:00,659.3040940761566
2023-06-02 12:00:00,694.723096370697
2023-06-03 00:00:00,849.3643140792847
2023-06-03 12:00:00,837.3071718215942
2023-06-04 00:00:00,690.303548336029
2023-06-04 12:00:00,681.9684324264526
2023-06-05 00:00:00,608.0949275493622
2023-06-05 12:00:00,884.0147488117218
2023-06-06 00:00:00,834.3826456069946
2023-06-06 12:00:00,866.6538767814636
2023-06-07 00:00:00,812.0320837497711
2023-06-07 12:00:00,667.2369289398193
2023-06-08 00:00:00,667.0672562122345
2023-06-08 12:00:00,687.5413630008698
2023-06-09 00:00:00,647.1742904186249
2023-06-09 12:00:00,675.0730400085449
2023-06-10 00:00:00,640.9562330245972
2023-06-10 12:00:00,605.2883529663086
2023-06-11 00:00:00,605.4623172283173
2023-06-11 12:00:00,572.3827850818634
2023-06-12 00:00:00,566.7876570224762
2023-06-12 12:00:00,699.8668220043182
2023-06-13 00:00:00,807.2042171955109
2023-06-13 12:00:00,686.8895599842072
2023-06-14 00:00:00,691.6996200084686
2023-06-14 12:00:00,674.7047870159149
2023-06-15 00:00:00,710.3656942844391
2023-06-15 12:00:00,708.5247919559479
2023-06-16 00:00:00,660.7813651561737
2023-06-16 12:00:00,639.6680788993835
2023-06-17 00:00:00,702.1910071372986
2023-06-17 12:00:00,642.4118249416351
2023-06-18 00:00:00,689.2979657649994
2023-06-18 12:00:00,558.6588785648346
2023-06-19 00:00:00,663.8301711082458
2023-06-19 12:00:00,643.1506886482239
2023-06-20 00:00:00,727.7773222923279
2023-06-20 12:00:00,829.2733995914459
2023-06-21 00:00:00,875.1606528759003
2023-06-21 12:00:00,778.4122009277344
2023-06-22 00:00:00,861.0587973594666
2023-06-22 12:00:00,874.9381155967712
2023-06-23 00:00:00,1114.249018907547
2023-06-23 12:00:00,734.4250104427338
2023-06-24 00:00:00,957.6552872657776
2023-06-24 12:00:00,772.8445408344269
2023-06-25 00:00:00,1040.0587298870087
2023-06-25 12:00:00,748.8145151138306
2023-06-26 00:00:00,788.2323572635651
2023-06-26 12:00:00,750.3788981437683
2023-06-27 00:00:00,734.9869313240051
2023-06-27 12:00:00,720.2720439434052
2023-06-28 00:00:00,698.8140549659729
2023-06-28 12:00:00,744.2721045017242
2023-06-29 00:00:00,725.1896102428436
2023-06-29 12:00:00,721.303163766861
2023-06-30 00:00:00,713.2774410247803
2023-06-30 12:00:00,634.781985282898
2023-07-01 00:00:00,675.0671784877777
2023-07-01 12:00:00,642.4923493862152
2023-07-02 00:00:00,670.102963924408
2023-07-02 12:00:00,596.5027627944946
2023-07-03 00:00:00,652.1388304233551
2023-07-03 12:00:00,643.1340515613556
2023-07-04 00:00:00,673.4834055900574
2023-07-04 12:00:00,624.2498416900635
2023-07-05 00:00:00,691.6498394012451
2023-07-05 12:00:00,648.6574895381927
2023-07-06 00:00:00,717.3352520465851
2023-07-06 12:00:00,702.4808220863342
2023-07-07 00:00:00,672.3423233032227
2023-07-07 12:00:00,652.8849356174469
2023-07-08 00:00:00,673.1693074703217
2023-07-08 12:00:00,637.121575832367
2023-07-09 00:00:00,695.7877478599548
2023-07-09 12:00:00,596.5488901138306
2023-07-10 00:00:00,710.3665199279785
2023-07-10 12:00:00,667.4773428440094
2023-07-11 00:00:00,724.0347385406494
2023-07-11 12:00:00,689.6807689666748
2023-07-12 00:00:00,714.6620445251465
2023-07-12 12:00:00,669.4767680168152
2023-07-13 00:00:00,668.4255921840668
2023-07-13 12:00:00,668.0063116550446
2023-07-14 00:00:00,700.5660672187805
